date,region,period,total_streams_millions,commute_share,home_share
2021-02-09,europe,reopening,116.72,0.37819,0.62181
2021-02-10,europe,reopening,118.58,0.37246,0.62754
2021-02-11,europe,reopening,118.72,0.34577,0.65423
2021-02-12,europe,reopening,118.29,0.39735,0.60265
2021-02-13,europe,reopening,113.27,0.3271,0.6729
2021-02-14,europe,reopening,118.33,0.31669,0.68331
2021-02-15,europe,reopening,119.75,0.37274,0.62726
2021-02-16,europe,reopening,116.86,0.37583,0.62417
2021-02-17,europe,reopening,117.27,0.36988,0.63012
2021-02-18,europe,reopening,119.74,0.38177,0.61823
2021-02-19,europe,reopening,120.68,0.36726,0.63274
2021-02-20,europe,reopening,114.85,0.29201,0.70799
2021-02-21,europe,reopening,119.96,0.32223,0.67777
2021-02-22,europe,reopening,115.39,0.36795,0.63205
2021-02-23,europe,reopening,120.41,0.39616,0.60384
2021-02-24,europe,reopening,115.18,0.40281,0.59719
2021-02-25,europe,reopening,121.85,0.36906,0.63094
2021-02-26,europe,reopening,120.21,0.33866,0.66134
2021-02-27,europe,reopening,117.85,0.30494,0.69506
2021-02-28,europe,reopening,118.82,0.32677,0.67323
2021-03-01,europe,reopening,116.0,0.3926,0.6074
2021-03-02,europe,reopening,118.31,0.37623,0.62377
2021-03-03,europe,reopening,118.34,0.40992,0.59008
2021-03-04,europe,reopening,116.46,0.38887,0.61113
2021-03-05,europe,reopening,121.59,0.37211,0.62789
2021-03-06,europe,reopening,118.04,0.31905,0.68095
2021-03-07,europe,reopening,115.96,0.35122,0.64878
2021-03-08,europe,reopening,116.62,0.38499,0.61501
2021-03-09,europe,reopening,114.48,0.36932,0.63068
2021-03-10,europe,reopening,119.17,0.34227,0.65773
2021-03-11,europe,reopening,118.23,0.39039,0.60961
2021-03-12,europe,reopening,118.48,0.3848,0.6152
2021-03-13,europe,reopening,122.03,0.30568,0.69432
2021-03-14,europe,reopening,115.76,0.31227,0.68773
2021-03-15,europe,reopening,118.33,0.3914,0.6086
2021-03-16,europe,reopening,118.56,0.37291,0.62709
2021-03-17,europe,reopening,120.21,0.36135,0.63865
2021-03-18,europe,reopening,122.79,0.38076,0.61924
2021-03-19,europe,reopening,123.69,0.38092,0.61908
2021-03-20,europe,reopening,119.8,0.29933,0.70067
2021-03-21,europe,reopening,117.53,0.30241,0.69759
2021-03-22,europe,reopening,117.59,0.35767,0.64233
2021-03-23,europe,reopening,118.32,0.37467,0.62533
2021-03-24,europe,reopening,118.84,0.37036,0.62964
2021-03-25,europe,reopening,120.75,0.36728,0.63272
2021-03-26,europe,reopening,117.63,0.36935,0.63065
2021-03-27,europe,reopening,116.09,0.30827,0.69173
2021-03-28,europe,reopening,124.41,0.3068,0.6932
2021-03-29,europe,reopening,122.21,0.37886,0.62114
2021-03-30,europe,reopening,121.4,0.36965,0.63035
2021-03-31,europe,reopening,118.98,0.35102,0.64898
2021-04-01,europe,reopening,121.62,0.38314,0.61686
2021-04-02,europe,reopening,119.83,0.36777,0.63223
2021-04-03,europe,reopening,117.99,0.31796,0.68204
2021-04-04,europe,reopening,119.05,0.30283,0.69717
2021-04-05,europe,reopening,121.09,0.37403,0.62597
2021-04-06,europe,reopening,120.66,0.35651,0.64349
2021-04-07,europe,reopening,121.25,0.37499,0.62501
2021-04-08,europe,reopening,118.28,0.37869,0.62131
2021-04-09,europe,reopening,122.09,0.38383,0.61617
2021-04-10,europe,reopening,123.46,0.33165,0.66835
2021-04-11,europe,reopening,119.69,0.31584,0.68416
2021-04-12,europe,reopening,119.28,0.40756,0.59244
2021-04-13,europe,reopening,123.71,0.37675,0.62325
2021-04-14,europe,reopening,120.31,0.3753,0.6247
2021-04-15,europe,reopening,124.91,0.39368,0.60632
2021-04-16,europe,reopening,123.76,0.37792,0.62208
2021-04-17,europe,reopening,118.98,0.33367,0.66633
2021-04-18,europe,reopening,119.42,0.31892,0.68108
2021-04-19,europe,reopening,120.56,0.38089,0.61911
2021-04-20,europe,reopening,121.62,0.38449,0.61551
2021-04-21,europe,reopening,121.57,0.37653,0.62347
2021-04-22,europe,reopening,123.24,0.36909,0.63091
2021-04-23,europe,reopening,123.94,0.3427,0.6573
2021-04-24,europe,reopening,117.65,0.34164,0.65836
2021-04-25,europe,reopening,118.34,0.31991,0.68009
2021-04-26,europe,reopening,120.16,0.35844,0.64156
2021-04-27,europe,reopening,120.49,0.37289,0.62711
2021-04-28,europe,reopening,124.23,0.3694,0.6306
2021-04-29,europe,reopening,123.61,0.38013,0.61987
2021-04-30,europe,reopening,123.02,0.38201,0.61799
2021-05-01,europe,reopening,122.05,0.33794,0.66206
2021-05-02,europe,reopening,126.83,0.33906,0.66094
2021-05-03,europe,reopening,119.69,0.39542,0.60458
2021-05-04,europe,reopening,121.37,0.38766,0.61234
2021-05-05,europe,reopening,120.28,0.35637,0.64363
2021-05-06,europe,reopening,123.54,0.38908,0.61092
2021-05-07,europe,reopening,121.0,0.38388,0.61612
2021-05-08,europe,reopening,122.75,0.30577,0.69423
2021-05-09,europe,reopening,120.94,0.33352,0.66648
2021-05-10,europe,reopening,121.69,0.35804,0.64196
2021-05-11,europe,reopening,122.77,0.35555,0.64445
2021-05-12,europe,reopening,122.03,0.38459,0.61541
2021-05-13,europe,reopening,123.74,0.38426,0.61574
2021-05-14,europe,reopening,121.58,0.38147,0.61853
2021-05-15,europe,reopening,120.45,0.3054,0.6946
2021-05-16,europe,reopening,119.49,0.33952,0.66048
2021-05-17,europe,reopening,121.23,0.38556,0.61444
2021-05-18,europe,reopening,124.0,0.36276,0.63724
2021-05-19,europe,reopening,121.24,0.37555,0.62445
2021-05-20,europe,reopening,125.46,0.38752,0.61248
2021-05-21,europe,reopening,119.47,0.38286,0.61714
2021-05-22,europe,reopening,123.59,0.33099,0.66901
2021-05-23,europe,reopening,119.62,0.31256,0.68744
2021-05-24,europe,reopening,122.77,0.3661,0.6339
2021-05-25,europe,reopening,122.72,0.38787,0.61213
2021-05-26,europe,reopening,125.23,0.40017,0.59983
2021-05-27,europe,reopening,123.91,0.37833,0.62167
2021-05-28,europe,reopening,122.23,0.3602,0.6398
2021-05-29,europe,reopening,126.65,0.34243,0.65757
2021-05-30,europe,reopening,123.41,0.33056,0.66944
2021-05-31,europe,reopening,120.76,0.37366,0.62634
2021-06-01,europe,reopening,122.88,0.35875,0.64125
2021-06-02,europe,reopening,120.29,0.37765,0.62235
2021-06-03,europe,reopening,124.42,0.39666,0.60334
2021-06-04,europe,reopening,125.29,0.37909,0.62091
2021-06-05,europe,reopening,124.2,0.32027,0.67973
2021-06-06,europe,reopening,124.64,0.33192,0.66808
2021-06-07,europe,reopening,120.45,0.37921,0.62079
2021-06-08,europe,reopening,123.64,0.36428,0.63572
2021-06-09,europe,reopening,122.22,0.37988,0.62012
2021-06-10,europe,reopening,125.71,0.36713,0.63287
2021-06-11,europe,reopening,122.53,0.37224,0.62776
2021-06-12,europe,reopening,122.46,0.29367,0.70633
2021-06-13,europe,reopening,118.42,0.33655,0.66345
2021-06-14,europe,reopening,121.8,0.38792,0.61208
2021-06-15,europe,reopening,124.87,0.36964,0.63036
2021-06-16,europe,reopening,122.61,0.37072,0.62928
2021-06-17,europe,reopening,124.43,0.39369,0.60631
2021-06-18,europe,reopening,121.94,0.37079,0.62921
2021-06-19,europe,reopening,123.96,0.30153,0.69847
2021-06-20,europe,reopening,123.31,0.31899,0.68101
2021-06-21,europe,reopening,120.62,0.37439,0.62561
2021-06-22,europe,reopening,124.33,0.39251,0.60749
2021-06-23,europe,reopening,120.9,0.36962,0.63038
2021-06-24,europe,reopening,125.23,0.38856,0.61144
2021-06-25,europe,reopening,124.48,0.34594,0.65406
2021-06-26,europe,reopening,124.9,0.32249,0.67751
2021-06-27,europe,reopening,123.93,0.32683,0.67317
2021-06-28,europe,reopening,124.22,0.35502,0.64498
2021-06-29,europe,reopening,123.21,0.36617,0.63383
2021-06-30,europe,reopening,123.39,0.3947,0.6053
2019-06-01,latin_america,pre_lockdown,55.9,0.52971,0.47029
2019-06-02,latin_america,pre_lockdown,60.64,0.52759,0.47241
2019-06-03,latin_america,pre_lockdown,61.79,0.58606,0.41394
2019-06-04,latin_america,pre_lockdown,59.17,0.56169,0.43831
2019-06-05,latin_america,pre_lockdown,63.94,0.58387,0.41613
2019-06-06,latin_america,pre_lockdown,58.84,0.56266,0.43734
2019-06-07,latin_america,pre_lockdown,60.71,0.58116,0.41884
2019-06-08,latin_america,pre_lockdown,60.54,0.49477,0.50523
2019-06-09,latin_america,pre_lockdown,60.02,0.47902,0.52098
2019-06-10,latin_america,pre_lockdown,62.03,0.58762,0.41238
2019-06-11,latin_america,pre_lockdown,60.21,0.52954,0.47046
2019-06-12,latin_america,pre_lockdown,59.38,0.56843,0.43157
2019-06-13,latin_america,pre_lockdown,62.3,0.55701,0.44299
2019-06-14,latin_america,pre_lockdown,63.35,0.58994,0.41006
2019-06-15,latin_america,pre_lockdown,58.42,0.50447,0.49553
2019-06-16,latin_america,pre_lockdown,64.52,0.48735,0.51265
2019-06-17,latin_america,pre_lockdown,57.77,0.57097,0.42903
2019-06-18,latin_america,pre_lockdown,59.35,0.56513,0.43487
2019-06-19,latin_america,pre_lockdown,63.44,0.56545,0.43455
2019-06-20,latin_america,pre_lockdown,59.74,0.56011,0.43989
2019-06-21,latin_america,pre_lockdown,62.17,0.57676,0.42324
2019-06-22,latin_america,pre_lockdown,61.63,0.49119,0.50881
2019-06-23,latin_america,pre_lockdown,58.86,0.48086,0.51914
2019-06-24,latin_america,pre_lockdown,59.91,0.59003,0.40997
2019-06-25,latin_america,pre_lockdown,60.06,0.55481,0.44519
2019-06-26,latin_america,pre_lockdown,62.91,0.56268,0.43732
2019-06-27,latin_america,pre_lockdown,63.04,0.55255,0.44745
2019-06-28,latin_america,pre_lockdown,63.76,0.55919,0.44081
2019-06-29,latin_america,pre_lockdown,59.63,0.51729,0.48271
2019-06-30,latin_america,pre_lockdown,61.42,0.5007,0.4993
2019-07-01,latin_america,pre_lockdown,64.46,0.53458,0.46542
2019-07-02,latin_america,pre_lockdown,60.09,0.55072,0.44928
2019-07-03,latin_america,pre_lockdown,64.25,0.55456,0.44544
2019-07-04,latin_america,pre_lockdown,59.93,0.58066,0.41934
2019-07-05,latin_america,pre_lockdown,60.02,0.56538,0.43462
2019-07-06,latin_america,pre_lockdown,58.76,0.47299,0.52701
2019-07-07,latin_america,pre_lockdown,60.47,0.52145,0.47855
2019-07-08,latin_america,pre_lockdown,63.31,0.58018,0.41982
2019-07-09,latin_america,pre_lockdown,63.5,0.58176,0.41824
2019-07-10,latin_america,pre_lockdown,61.8,0.57614,0.42386
2019-07-11,latin_america,pre_lockdown,59.33,0.5875,0.4125
2019-07-12,latin_america,pre_lockdown,63.17,0.55408,0.44592
2019-07-13,latin_america,pre_lockdown,60.91,0.50384,0.49616
2019-07-14,latin_america,pre_lockdown,62.17,0.51632,0.48368
2019-07-15,latin_america,pre_lockdown,58.38,0.57549,0.42451
2019-07-16,latin_america,pre_lockdown,60.32,0.5832,0.4168
2019-07-17,latin_america,pre_lockdown,62.16,0.57836,0.42164
2019-07-18,latin_america,pre_lockdown,60.84,0.57624,0.42376
2019-07-19,latin_america,pre_lockdown,62.57,0.5763,0.4237
2019-07-20,latin_america,pre_lockdown,62.34,0.50808,0.49192
2019-07-21,latin_america,pre_lockdown,60.94,0.49684,0.50316
2019-07-22,latin_america,pre_lockdown,61.66,0.59146,0.40854
2019-07-23,latin_america,pre_lockdown,58.2,0.58094,0.41906
2019-07-24,latin_america,pre_lockdown,63.82,0.56149,0.43851
2019-07-25,latin_america,pre_lockdown,62.68,0.57438,0.42562
2019-07-26,latin_america,pre_lockdown,59.92,0.57722,0.42278
2019-07-27,latin_america,pre_lockdown,61.43,0.51671,0.48329
2019-07-28,latin_america,pre_lockdown,60.99,0.47749,0.52251
2019-07-29,latin_america,pre_lockdown,59.9,0.55294,0.44706
2019-07-30,latin_america,pre_lockdown,61.92,0.57225,0.42775
2019-07-31,latin_america,pre_lockdown,59.34,0.57731,0.42269
2019-08-01,latin_america,pre_lockdown,60.34,0.56323,0.43677
2019-08-02,latin_america,pre_lockdown,61.81,0.56491,0.43509
2019-08-03,latin_america,pre_lockdown,63.93,0.53207,0.46793
2019-08-04,latin_america,pre_lockdown,60.42,0.50518,0.49482
2019-08-05,latin_america,pre_lockdown,60.14,0.568,0.432
2019-08-06,latin_america,pre_lockdown,60.59,0.56779,0.43221
2019-08-07,latin_america,pre_lockdown,67.05,0.56661,0.43339
2019-08-08,latin_america,pre_lockdown,61.69,0.55532,0.44468
2019-08-09,latin_america,pre_lockdown,65.12,0.58964,0.41036
2019-08-10,latin_america,pre_lockdown,67.91,0.49994,0.50006
2019-08-11,latin_america,pre_lockdown,61.32,0.49647,0.50353
2019-08-12,latin_america,pre_lockdown,62.12,0.58367,0.41633
2019-08-13,latin_america,pre_lockdown,61.27,0.5688,0.4312
2019-08-14,latin_america,pre_lockdown,65.25,0.58339,0.41661
2019-08-15,latin_america,pre_lockdown,63.55,0.55909,0.44091
2019-08-16,latin_america,pre_lockdown,60.36,0.57662,0.42338
2019-08-17,latin_america,pre_lockdown,59.75,0.49263,0.50737
2019-08-18,latin_america,pre_lockdown,57.21,0.51081,0.48919
2019-08-19,latin_america,pre_lockdown,60.97,0.56487,0.43513
2019-08-20,latin_america,pre_lockdown,62.59,0.57591,0.42409
2019-08-21,latin_america,pre_lockdown,62.53,0.53475,0.46525
2019-08-22,latin_america,pre_lockdown,62.64,0.58612,0.41388
2019-08-23,latin_america,pre_lockdown,62.71,0.56599,0.43401
2019-08-24,latin_america,pre_lockdown,64.66,0.49137,0.50863
2019-08-25,latin_america,pre_lockdown,60.96,0.50863,0.49137
2019-08-26,latin_america,pre_lockdown,64.79,0.56506,0.43494
2019-08-27,latin_america,pre_lockdown,61.37,0.58037,0.41963
2019-08-28,latin_america,pre_lockdown,57.53,0.58342,0.41658
2019-08-29,latin_america,pre_lockdown,65.75,0.56329,0.43671
2019-08-30,latin_america,pre_lockdown,65.04,0.5549,0.4451
2019-08-31,latin_america,pre_lockdown,62.75,0.49782,0.50218
2019-09-01,latin_america,pre_lockdown,67.31,0.53811,0.46189
2019-09-02,latin_america,pre_lockdown,61.2,0.56686,0.43314
2019-09-03,latin_america,pre_lockdown,61.97,0.5947,0.4053
2019-09-04,latin_america,pre_lockdown,57.11,0.56702,0.43298
2019-09-05,latin_america,pre_lockdown,62.41,0.56644,0.43356
2019-09-06,latin_america,pre_lockdown,64.7,0.56291,0.43709
2019-09-07,latin_america,pre_lockdown,62.36,0.49179,0.50821
2019-09-08,latin_america,pre_lockdown,64.8,0.51514,0.48486
2019-09-09,latin_america,pre_lockdown,65.11,0.54722,0.45278
2019-09-10,latin_america,pre_lockdown,63.35,0.5781,0.4219
2019-09-11,latin_america,pre_lockdown,66.23,0.56354,0.43646
2019-09-12,latin_america,pre_lockdown,65.62,0.5889,0.4111
2019-09-13,latin_america,pre_lockdown,64.47,0.58448,0.41552
2019-09-14,latin_america,pre_lockdown,63.84,0.52087,0.47913
2019-09-15,latin_america,pre_lockdown,61.66,0.50074,0.49926
2019-09-16,latin_america,pre_lockdown,61.24,0.55122,0.44878
2019-09-17,latin_america,pre_lockdown,62.92,0.57162,0.42838
2019-09-18,latin_america,pre_lockdown,64.96,0.56505,0.43495
2019-09-19,latin_america,pre_lockdown,65.43,0.56905,0.43095
2019-09-20,latin_america,pre_lockdown,63.26,0.54382,0.45618
2019-09-21,latin_america,pre_lockdown,61.83,0.51816,0.48184
2019-09-22,latin_america,pre_lockdown,63.83,0.47677,0.52323
2019-09-23,latin_america,pre_lockdown,65.49,0.55986,0.44014
2019-09-24,latin_america,pre_lockdown,61.11,0.55787,0.44213
2019-09-25,latin_america,pre_lockdown,66.1,0.56622,0.43378
2019-09-26,latin_america,pre_lockdown,66.14,0.57985,0.42015
2019-09-27,latin_america,pre_lockdown,59.38,0.57716,0.42284
2019-09-28,latin_america,pre_lockdown,66.84,0.52014,0.47986
2019-09-29,latin_america,pre_lockdown,62.96,0.50626,0.49374
2019-09-30,latin_america,pre_lockdown,61.34,0.59512,0.40488
2019-10-01,latin_america,pre_lockdown,63.4,0.57944,0.42056
2019-10-02,latin_america,pre_lockdown,61.48,0.56209,0.43791
2019-10-03,latin_america,pre_lockdown,62.54,0.53654,0.46346
2019-10-04,latin_america,pre_lockdown,64.53,0.58316,0.41684
2019-10-05,latin_america,pre_lockdown,63.68,0.52568,0.47432
2019-10-06,latin_america,pre_lockdown,64.82,0.52419,0.47581
2019-10-07,latin_america,pre_lockdown,64.25,0.59049,0.40951
2019-10-08,latin_america,pre_lockdown,67.41,0.57,0.43
2019-10-09,latin_america,pre_lockdown,62.23,0.57079,0.42921
2019-10-10,latin_america,pre_lockdown,66.37,0.59256,0.40744
2019-10-11,latin_america,pre_lockdown,63.99,0.55164,0.44836
2019-10-12,latin_america,pre_lockdown,65.52,0.50384,0.49616
2019-10-13,latin_america,pre_lockdown,64.92,0.51189,0.48811
2019-10-14,latin_america,pre_lockdown,63.2,0.57524,0.42476
2019-10-15,latin_america,pre_lockdown,63.33,0.57706,0.42294
2019-10-16,latin_america,pre_lockdown,62.88,0.60199,0.39801
2019-10-17,latin_america,pre_lockdown,66.62,0.57466,0.42534
2019-10-18,latin_america,pre_lockdown,64.89,0.58061,0.41939
2019-10-19,latin_america,pre_lockdown,61.05,0.49924,0.50076
2019-10-20,latin_america,pre_lockdown,64.34,0.50293,0.49707
2019-10-21,latin_america,pre_lockdown,65.72,0.55881,0.44119
2019-10-22,latin_america,pre_lockdown,61.4,0.58163,0.41837
2019-10-23,latin_america,pre_lockdown,67.3,0.57159,0.42841
2019-10-24,latin_america,pre_lockdown,65.02,0.5719,0.4281
2019-10-25,latin_america,pre_lockdown,67.11,0.56406,0.43594
2019-10-26,latin_america,pre_lockdown,61.91,0.49047,0.50953
2019-10-27,latin_america,pre_lockdown,67.09,0.51828,0.48172
2019-10-28,latin_america,pre_lockdown,63.67,0.57628,0.42372
2019-10-29,latin_america,pre_lockdown,63.79,0.57117,0.42883
2019-10-30,latin_america,pre_lockdown,68.16,0.59238,0.40762
2019-10-31,latin_america,pre_lockdown,61.9,0.57154,0.42846
2019-11-01,latin_america,pre_lockdown,63.47,0.57195,0.42805
2019-11-02,latin_america,pre_lockdown,63.38,0.50061,0.49939
2019-11-03,latin_america,pre_lockdown,62.88,0.54522,0.45478
2019-11-04,latin_america,pre_lockdown,64.22,0.57811,0.42189
2019-11-05,latin_america,pre_lockdown,65.32,0.58097,0.41903
2019-11-06,latin_america,pre_lockdown,65.67,0.54571,0.45429
2019-11-07,latin_america,pre_lockdown,66.46,0.5723,0.4277
2019-11-08,latin_america,pre_lockdown,66.82,0.54474,0.45526
2019-11-09,latin_america,pre_lockdown,64.11,0.52356,0.47644
2019-11-10,latin_america,pre_lockdown,61.01,0.53131,0.46869
2019-11-11,latin_america,pre_lockdown,68.45,0.55389,0.44611
2019-11-12,latin_america,pre_lockdown,64.59,0.55879,0.44121
2019-11-13,latin_america,pre_lockdown,67.57,0.59559,0.40441
2019-11-14,latin_america,pre_lockdown,60.36,0.58507,0.41493
2019-11-15,latin_america,pre_lockdown,69.13,0.55747,0.44253
2019-11-16,latin_america,pre_lockdown,64.73,0.50209,0.49791
2019-11-17,latin_america,pre_lockdown,65.76,0.52863,0.47137
2019-11-18,latin_america,pre_lockdown,66.78,0.58192,0.41808
2019-11-19,latin_america,pre_lockdown,64.53,0.55944,0.44056
2019-11-20,latin_america,pre_lockdown,65.75,0.55198,0.44802
2019-11-21,latin_america,pre_lockdown,63.22,0.58885,0.41115
2019-11-22,latin_america,pre_lockdown,66.46,0.57503,0.42497
2019-11-23,latin_america,pre_lockdown,68.21,0.5194,0.4806
2019-11-24,latin_america,pre_lockdown,63.61,0.48323,0.51677
2019-11-25,latin_america,pre_lockdown,66.07,0.55256,0.44744
2019-11-26,latin_america,pre_lockdown,68.19,0.57583,0.42417
2019-11-27,latin_america,pre_lockdown,68.25,0.57491,0.42509
2019-11-28,latin_america,pre_lockdown,66.05,0.589,0.411
2019-11-29,latin_america,pre_lockdown,68.27,0.55789,0.44211
2019-11-30,latin_america,pre_lockdown,65.26,0.50773,0.49227
2019-12-01,latin_america,pre_lockdown,65.67,0.51763,0.48237
2019-12-02,latin_america,pre_lockdown,68.64,0.56978,0.43022
2019-12-03,latin_america,pre_lockdown,63.87,0.56618,0.43382
2019-12-04,latin_america,pre_lockdown,68.23,0.56543,0.43457
2019-12-05,latin_america,pre_lockdown,69.01,0.58683,0.41317
2019-12-06,latin_america,pre_lockdown,65.2,0.57875,0.42125
2019-12-07,latin_america,pre_lockdown,67.29,0.50939,0.49061
2019-12-08,latin_america,pre_lockdown,64.62,0.51729,0.48271
2019-12-09,latin_america,pre_lockdown,64.1,0.58242,0.41758
2019-12-10,latin_america,pre_lockdown,63.46,0.57601,0.42399
2019-12-11,latin_america,pre_lockdown,68.67,0.58702,0.41298
2019-12-12,latin_america,pre_lockdown,61.7,0.5823,0.4177
2019-12-13,latin_america,pre_lockdown,66.52,0.54999,0.45001
2019-12-14,latin_america,pre_lockdown,66.7,0.49228,0.50772
2019-12-15,latin_america,pre_lockdown,68.78,0.50572,0.49428
2019-12-16,latin_america,pre_lockdown,68.39,0.57961,0.42039
2019-12-17,latin_america,pre_lockdown,63.74,0.56661,0.43339
2019-12-18,latin_america,pre_lockdown,65.59,0.55325,0.44675
2019-12-19,latin_america,pre_lockdown,66.88,0.57168,0.42832
2019-12-20,latin_america,pre_lockdown,67.06,0.57384,0.42616
2019-12-21,latin_america,pre_lockdown,66.02,0.50051,0.49949
2019-12-22,latin_america,pre_lockdown,65.88,0.51711,0.48289
2019-12-23,latin_america,pre_lockdown,67.72,0.54694,0.45306
2019-12-24,latin_america,pre_lockdown,69.82,0.56725,0.43275
2019-12-25,latin_america,pre_lockdown,65.54,0.58036,0.41964
2019-12-26,latin_america,pre_lockdown,64.82,0.57097,0.42903
2019-12-27,latin_america,pre_lockdown,64.17,0.585,0.415
2019-12-28,latin_america,pre_lockdown,69.36,0.52572,0.47428
2019-12-29,latin_america,pre_lockdown,66.19,0.49815,0.50185
2019-12-30,latin_america,pre_lockdown,66.16,0.59168,0.40832
2019-12-31,latin_america,pre_lockdown,66.81,0.58199,0.41801
2020-01-01,latin_america,pre_lockdown,67.29,0.57589,0.42411
2020-01-02,latin_america,pre_lockdown,66.12,0.53901,0.46099
2020-01-03,latin_america,pre_lockdown,65.5,0.56995,0.43005
2020-01-04,latin_america,pre_lockdown,68.03,0.51452,0.48548
2020-01-05,latin_america,pre_lockdown,66.89,0.50075,0.49925
2020-01-06,latin_america,pre_lockdown,70.51,0.55584,0.44416
2020-01-07,latin_america,pre_lockdown,64.83,0.56929,0.43071
2020-01-08,latin_america,pre_lockdown,68.27,0.57782,0.42218
2020-01-09,latin_america,pre_lockdown,67.52,0.5848,0.4152
2020-01-10,latin_america,pre_lockdown,72.86,0.57077,0.42923
2020-01-11,latin_america,pre_lockdown,66.46,0.50783,0.49217
2020-01-12,latin_america,pre_lockdown,69.42,0.48596,0.51404
2020-01-13,latin_america,pre_lockdown,67.83,0.57072,0.42928
2020-01-14,latin_america,pre_lockdown,68.47,0.56773,0.43227
2020-01-15,latin_america,pre_lockdown,68.89,0.59102,0.40898
2020-01-16,latin_america,pre_lockdown,67.2,0.56823,0.43177
2020-01-17,latin_america,pre_lockdown,67.1,0.56128,0.43872
2020-01-18,latin_america,pre_lockdown,66.29,0.49498,0.50502
2020-01-19,latin_america,pre_lockdown,67.52,0.49417,0.50583
2020-01-20,latin_america,pre_lockdown,68.5,0.55682,0.44318
2020-01-21,latin_america,pre_lockdown,69.03,0.59084,0.40916
2020-01-22,latin_america,pre_lockdown,69.39,0.54885,0.45115
2020-01-23,latin_america,pre_lockdown,66.55,0.5626,0.4374
2020-01-24,latin_america,pre_lockdown,67.87,0.57958,0.42042
2020-01-25,latin_america,pre_lockdown,64.8,0.49658,0.50342
2020-01-26,latin_america,pre_lockdown,62.98,0.51866,0.48134
2020-01-27,latin_america,pre_lockdown,68.68,0.55595,0.44405
2020-01-28,latin_america,pre_lockdown,69.57,0.59676,0.40324
2020-01-29,latin_america,pre_lockdown,66.07,0.56513,0.43487
2020-01-30,latin_america,pre_lockdown,65.04,0.57882,0.42118
2020-01-31,latin_america,pre_lockdown,69.44,0.57883,0.42117
2020-02-01,latin_america,pre_lockdown,66.9,0.48541,0.51459
2020-02-02,latin_america,pre_lockdown,68.28,0.51759,0.48241
2020-02-03,latin_america,pre_lockdown,72.13,0.5551,0.4449
2020-02-04,latin_america,pre_lockdown,68.19,0.57043,0.42957
2020-02-05,latin_america,pre_lockdown,71.04,0.55237,0.44763
2020-02-06,latin_america,pre_lockdown,66.44,0.57504,0.42496
2020-02-07,latin_america,pre_lockdown,69.79,0.57641,0.42359
2020-02-08,latin_america,pre_lockdown,64.93,0.50809,0.49191
2020-02-09,latin_america,pre_lockdown,66.7,0.52543,0.47457
2020-02-10,latin_america,pre_lockdown,67.63,0.57733,0.42267
2020-02-11,latin_america,pre_lockdown,71.39,0.56394,0.43606
2020-02-12,latin_america,pre_lockdown,68.63,0.58455,0.41545
2020-02-13,latin_america,pre_lockdown,68.86,0.54899,0.45101
2020-02-14,latin_america,pre_lockdown,68.09,0.55925,0.44075
2020-02-15,latin_america,pre_lockdown,69.39,0.48601,0.51399
2020-02-16,latin_america,pre_lockdown,66.42,0.48563,0.51437
2020-02-17,latin_america,pre_lockdown,65.93,0.57294,0.42706
2020-02-18,latin_america,pre_lockdown,69.76,0.55858,0.44142
2020-02-19,latin_america,pre_lockdown,68.35,0.5755,0.4245
2020-02-20,latin_america,pre_lockdown,68.91,0.5717,0.4283
2020-02-21,latin_america,pre_lockdown,69.13,0.55991,0.44009
2020-02-22,latin_america,pre_lockdown,68.09,0.50137,0.49863
2020-02-23,latin_america,pre_lockdown,67.1,0.50089,0.49911
2020-02-24,latin_america,pre_lockdown,67.01,0.53858,0.46142
2020-02-25,latin_america,pre_lockdown,68.65,0.5528,0.4472
2020-02-26,latin_america,pre_lockdown,68.52,0.58724,0.41276
2020-02-27,latin_america,pre_lockdown,70.13,0.56544,0.43456
2020-02-28,latin_america,pre_lockdown,65.72,0.55839,0.44161
2020-02-29,latin_america,pre_lockdown,66.83,0.51057,0.48943
2020-03-01,latin_america,pre_lockdown,65.23,0.49504,0.50496
2020-03-02,latin_america,pre_lockdown,71.5,0.55867,0.44133
2020-03-03,latin_america,pre_lockdown,70.31,0.52644,0.47356
2020-03-04,latin_america,pre_lockdown,66.66,0.51973,0.48027
2020-03-05,latin_america,pre_lockdown,70.28,0.51991,0.48009
2020-03-06,latin_america,pre_lockdown,67.81,0.52614,0.47386
2020-03-07,latin_america,pre_lockdown,72.0,0.43302,0.56698
2020-03-08,latin_america,pre_lockdown,74.11,0.43861,0.56139
2020-03-09,latin_america,pre_lockdown,70.04,0.46232,0.53768
2020-03-10,latin_america,pre_lockdown,69.6,0.45513,0.54487
2020-03-11,latin_america,lockdown,68.19,0.41483,0.58517
2020-03-12,latin_america,lockdown,71.21,0.41577,0.58423
2020-03-13,latin_america,lockdown,70.5,0.41144,0.58856
2020-03-14,latin_america,lockdown,68.03,0.32993,0.67007
2020-03-15,latin_america,lockdown,69.68,0.31106,0.68894
2020-03-16,latin_america,lockdown,75.0,0.34939,0.65061
2020-03-17,latin_america,lockdown,68.98,0.36586,0.63414
2020-03-18,latin_america,lockdown,68.77,0.33997,0.66003
2020-03-19,latin_america,lockdown,74.01,0.33369,0.66631
2020-03-20,latin_america,lockdown,76.91,0.33343,0.66657
2020-03-21,latin_america,lockdown,70.24,0.2732,0.7268
